1015

1192 310 109 6
1025 405 55 5
1008 0 8 0
979 301 63 6
915 451 25 2
885 395 14 1
876 383 83 6
834 225 27 3
787 63 76 6
746 356 48 3
725 193 40 3
691 146 52 4
633 190 37 3
620 105 49 5
583 43 40 3
582 184 77 6
572 57 31 2
524 432 62 5
510 68 85 6
484 370 20 1
480 168 53 5
457 465 88 6
416 194 26 2
400 336 51 4
398 89 91 5
397 313 45 3
377 44 57 5
349 214 43 4
324 182 28 2
258 277 29 5
193 169 52 5
153 41 37 3
135 435 11 1
109 107 39 3
108 254 63 5
94 408 57 5
89 131 43 4
37 445 14 1
12 476 54 5
183 455 485 363 995 1003 96 17 2 7
119 115 563 904 902 903 924 372 9 2
94 82 212 247 1046 1074 65 245 1 5
12 16 3 543 180 185 207 290 10 5
1169 1035 1030 890 310 314 1139 783 341 1 4
605 610 131 1090 1095 195 35 989 18 2 6
524 520 845 891 939 958 1097 1096 424 3 5
479 468 791 891 939 957 409 449 64 2 1
119 115 563 904 902 903 924 415 77 2 2
119 115 563 904 901 918 652 144 353 3 2
1169 1035 1030 890 891 939 957 409 449 64 3 4
691 242 232 1160 1080 364 383 967 1186 244 1 4
691 242 232 1160 1080 364 326 334 163 382 1 4
633 11 0 494 585 47 57 300 428 296 1 3
605 610 131 130 450 490 497 1074 65 245 1 6
572 198 182 657 48 132 142 573 239 329 2 2
377 929 905 494 585 47 57 300 428 296 3 5
88 7 0 494 585 47 57 300 428 296 1 4
1169 1035 1030 890 891 939 958 1097 1096 19 246 2 4
349 342 1119 803 977 612 644 1097 1096 19 246 5 4
